code_site,libelle_site,code_station,libelle_station,type_station,coordonnee_x_station,coordonnee_y_station,code_projection,longitude_station,latitude_station,influence_locale_station,commentaire_station,altitude_ref_alti_station,code_systeme_alti_site,code_commune_station,libelle_commune,code_departement,code_region,libelle_region,code_cours_eau,libelle_cours_eau,uri_cours_eau,descriptif_station,date_maj_station,date_ouverture_station,date_fermeture_station,commentaire_influence_locale_station,code_regime_station,qualification_donnees_station,code_finalite_station,type_contexte_loi_stat_station,type_loi_station,code_sandre_reseau_station,date_debut_ref_alti_station,date_activation_ref_alti_station,date_maj_ref_alti_station,libelle_departement,en_service,geometry
Y0466010,Le Bolès à Casefabre,Y046601001,Le Bolès à Casefabre,STD,666340.0,6169409.0,26,2.590229789,42.623579268,1.0,,246.0,2.0,66040,CASEFABRE,66,76,OCCITANIE,Y0460600,Le Bolès,http://id.eaufrance.fr/CEA/Y0460600,,2021-02-16T00:00:00Z,1966-11-30T00:00:00Z,1991-01-07T00:00:00Z,,1,20,1 2,1.0,1.0,['POH041'],1966-11-30T00:00:00Z,2016-05-13T00:00:00Z,2021-02-16T00:00:00Z,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5902297886624344, 42.623579267696826]}"
Y0468210,[Le canal de Corbère [sortie du barrage de Vinça]] à Rodès,Y046821001,[Le canal de Corbère [sortie du barrage de Vinça]] à Rodès,STD,662961.0,6173099.0,26,2.548838702,42.656588105,3.0,,,,66165,RODES,66,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-05-07T00:00:00Z,1960-12-01T00:00:00Z,,,1,20,3,1.0,1.0,,,,,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5488387015109586, 42.65658810462226]}"
Y0468410,[Le canal d'Ille] à Ille-sur-Têt [Fontaine Saint-Jules],Y046841001,[Le canal d'Ille] à Ille-sur-Têt [Fontaine Saint-Jules],STD,666306.0,6173500.0,26,2.589557015,42.66035738,3.0,,157.0,2.0,66088,ILLE-SUR-TET,66,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-05-12T00:00:00Z,1966-08-26T00:00:00Z,1993-01-01T00:00:00Z,,1,20,4,1.0,1.0,['POH041'],1966-08-26T00:00:00Z,2016-05-13T00:00:00Z,2016-05-13T00:00:00Z,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5895570154668, 42.660357379843]}"
Y0468610,[Le canal de Thuir] à Ille-sur-Têt [Fontaine Saint-Jules],Y046861001,[Le canal de Thuir] à Ille-sur-Têt [Fontaine Saint-Jules],STD,666383.0,6173475.0,26,2.590496552,42.66013621,3.0,,,,66088,ILLE-SUR-TET,66,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-02-16T00:00:00Z,1968-09-25T00:00:00Z,1993-10-04T00:00:00Z,,1,20,4,1.0,1.0,['POH041'],,,,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5904965523720067, 42.66013621036205]}"
Y0468810,[Le canal de Perpignan] à Ille-sur-Têt,Y046881001,[Le canal de Perpignan] à Ille-sur-Têt,STD,669574.0,6175094.0,26,2.629274332,42.674833773,3.0,,,,66088,ILLE-SUR-TET,66,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-05-12T00:00:00Z,1968-09-10T00:00:00Z,1993-01-01T00:00:00Z,,1,20,4,1.0,1.0,['POH041'],,,,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6292743322603487, 42.67483377320312]}"
Y0469010,[Le canal de Millas-Nefiach] à Ille-sur-Têt,Y046901001,[Le canal de Millas-Nefiach] à Ille-sur-Têt,STD,669841.0,6176169.0,26,2.632466581,42.684510042,3.0,,,,66088,ILLE-SUR-TET,66,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-05-12T00:00:00Z,1967-12-18T00:00:00Z,1993-01-01T00:00:00Z,,1,20,4,1.0,1.0,,,,,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.632466580976909, 42.684510042385945]}"
Y0469210,[Le canal de Corneilla] à Millas,Y046921001,[Le canal de Corneilla] à Millas,STD,674609.0,6177890.0,26,2.690489075,42.700167107,3.0,,97.0,2.0,66108,MILLAS,66,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-05-12T00:00:00Z,1966-08-12T00:00:00Z,1993-01-01T00:00:00Z,,1,20,4,1.0,1.0,['POH041'],1966-08-12T00:00:00Z,2016-05-13T00:00:00Z,2016-05-13T00:00:00Z,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6904890751860044, 42.70016710673105]}"
Y0469211,La Têt [Bras principal] à Ille-sur-Têt [T6],Y046921101,La Têt [Bras principal] à Ille-sur-Têt [T6],STD,669649.0,6176036.0,26,2.630134394,42.683306209,0.0,Cette station occupe une position stratégique pour la gestion de la ressource en eau : à l'aval des gros prélèvements et à l'amont des restitutions. Elle n'est jaugée que sur des débits inférieurs à 4 m3/s.,,,66088,ILLE-SUR-TET,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2024-09-17T00:00:00Z,2014-06-19T00:00:00Z,,Station influencée par les lâchers du barrages de Vinça ainsi que par les prélèvements de différents canaux.,1,20,0,,,"['POH012', 'POH041', 'POH100']",,,,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6301343941397137, 42.68330620855006]}"
Y0474010,La Têt à Villelongue-de-la-Salanque,Y047401001,La Têt à Villelongue-de-la-Salanque,STD,698552.17,6179341.241,26,2.982347213,42.713661286,2.0,,5.147,3.0,66224,VILLELONGUE-DE-LA-SALANQUE,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2021-05-05T00:00:00Z,2005-03-01T00:00:00Z,,,1,20,0,1.0,1.0,"['POH012', 'POH041', 'POH900', 'RIC059', 'POH100']",2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,2020-07-06T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.982347213282972, 42.71366128631976]}"
Y0474020,La Têt à Bompas,Y047402001,La Têt à Bompas,STD,694470.857,6179472.544,26,2.932584116,42.714822082,2.0,,13.033,3.0,66021,BOMPAS,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2024-01-22T00:00:00Z,2005-03-01T00:00:00Z,,,1,20,0,1.0,1.0,"['POH012', 'POH041', 'POH100', 'POH900']",2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,2021-05-05T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.9325841162684814, 42.714822082496276]}"
Y0474030,La Têt [partielle] à Perpignan [Pont-Joffre],Y047403001,La Têt [partielle] à Perpignan [Pont-Joffre],STD,691208.62,6178230.11,26,2.892828825,42.703618825,3.0,"Station raccordée au réseau automatique départemental d'annonce de crues et de gestion du barrage de Vinça. A compter du 01/01/2006, les heures sont en temps universel.",23000.0,2.0,66136,PERPIGNAN,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2023-04-05T00:00:00Z,1970-01-27T00:00:00Z,,,1,20,1 5,1.0,1.0,"['BSH001', 'BSH059', 'POH012', 'POH041', 'POH100', 'POH900', 'RIC010', 'RIC109', 'RIC259', 'RIC309', 'BSH101', 'BSH159']",1970-01-27T00:00:00Z,2013-11-18T00:00:00Z,2020-01-09T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.8928288254299668, 42.70361882488104]}"
Y0474060,La Têt à Saint-Féliu-d'Amont,Y047406001,La Têt à Saint-Féliu-d'Amont,STD,677691.511,6176717.748,26,2.728113117,42.689729526,2.0,,78.82,3.0,66173,SAINT-FELIU-D'AMONT,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2024-09-17T00:00:00Z,2005-03-01T00:00:00Z,,,1,20,0,1.0,1.0,"['POH012', 'POH041', 'POH100', 'POH900', 'RIC059', 'RIC309']",2020-01-09T00:00:00Z,2021-05-05T00:00:00Z,2021-05-05T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.7281131173923816, 42.68972952589681]}"
Y0474070,La Têt à Pézilla-la-Rivière [Passage à gué],Y047407001,La Têt à Pézilla-la-Rivière [Passage à gué],STD,679639.026,6176143.157,26,2.751870488,42.684621118,2.0,,66.836,3.0,66140,PEZILLA-LA-RIVIERE,66,76,OCCITANIE,Y04-0400,La Têt,http://id.eaufrance.fr/CEA/Y04-0400,,2024-09-17T00:00:00Z,2010-01-01T00:00:00Z,,,1,16,0,1.0,1.0,"['POH012', 'POH041', 'POH100', 'POH900']",2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,2021-05-05T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.751870488010632, 42.68462111795747]}"
Y0474110,Le ruisseau du Mas d'Estrades [Le canal de Vernet-et-Pia] au Soler,Y047411001,Le ruisseau du Mas d'Estrades [Le canal de Vernet-et-Pia] au Soler,STD,682436.0,6176302.0,26,2.785950453,42.686122847,3.0,,,,66195,SOLER,66,76,OCCITANIE,Y0470500,Ruisseau du Mas d'Estrades,http://id.eaufrance.fr/CEA/Y0470500,,2021-01-19T00:00:00Z,1986-12-31T00:00:00Z,1993-01-01T00:00:00Z,,1,20,4,1.0,1.0,,,,,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.785950453041545, 42.68612284689165]}"
Y0475620,La Basse à Perpignan [Pont autoroute],Y047562001,La Basse à Perpignan [Pont autoroute],STD,688683.0,6176295.0,26,2.862081555,42.686185088,3.0,,,,66136,PERPIGNAN,66,76,OCCITANIE,Y0470560,La Basse,http://id.eaufrance.fr/CEA/Y0470560,,2021-02-16T00:00:00Z,1976-12-14T00:00:00Z,1991-01-11T00:00:00Z,,1,12,1 2,1.0,1.0,['POH041'],,,,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.8620815545421694, 42.686185088368596]}"
Y0477010,[La résurgence de l'Addoux] à Sainte-Colombe-de-la-Commanderie,Y047701001,[La résurgence de l'Addoux] à Sainte-Colombe-de-la-Commanderie,STD,679036.0,6168202.0,26,2.744834473,42.613208639,1.0,,,,66170,SAINTE-COLOMBE-DE-LA-COMMANDERIE,66,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-05-12T00:00:00Z,1971-04-22T00:00:00Z,1979-05-01T00:00:00Z,,1,20,1 2,1.0,1.0,['POH041'],,,,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.7448344728669367, 42.613208638898584]}"
Y0478820,[Le canal de Perpignan] à Canohès,Y047882001,[Le canal de Perpignan] à Canohès,STD,686339.0,6173102.0,26,2.833597686,42.657436995,3.0,,,,66038,CANOHES,66,76,OCCITANIE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-05-07T00:00:00Z,1967-11-01T00:00:00Z,,,1,20,4,1.0,1.0,,,,,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.8335976863292784, 42.65743699496921]}"
Y0505810,Le ruisseau de Villelongue [Le canal de l'Auque] à Sainte-Marie [La Mer],Y050581001,Le ruisseau de Villelongue [Le canal de l'Auque] à Sainte-Marie [La Mer],STD,702627.0,6182354.0,26,3.03204482,42.740746401,1.0,,,,66182,SAINTE-MARIE-LA-MER,66,76,OCCITANIE,Y0500560,Ruisseau de Villelongue,http://id.eaufrance.fr/CEA/Y0500560,,2021-05-12T00:00:00Z,1966-03-29T00:00:00Z,1969-01-02T00:00:00Z,,1,20,3,1.0,1.0,['POH041'],,,,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.0320448202351673, 42.7407464008486]}"
Y0615020,La Boulzane à Saint-Paul-de-Fenouillet,Y061502001,La Boulzane à Saint-Paul-de-Fenouillet,STD,657419.0,6189751.0,26,2.479999308,42.806001598,1.0,,246.0,2.0,66187,SAINT-PAUL-DE-FENOUILLET,66,76,OCCITANIE,Y0610500,La Boulzane,http://id.eaufrance.fr/CEA/Y0610500,,2021-05-12T00:00:00Z,1962-01-01T00:00:00Z,1991-01-01T00:00:00Z,,1,20,1 2,1.0,1.0,['POH041'],1962-01-01T00:00:00Z,2016-05-13T00:00:00Z,2016-05-13T00:00:00Z,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.479999308002182, 42.80600159813839]}"
Y0615040,La Boulzane à Saint-Paul-de-Fenouillet [Lapradelle],Y061504001,La Boulzane à Saint-Paul-de-Fenouillet [Lapradelle],STD,644554.0,6190778.0,26,2.322790718,42.814359098,2.0,,398829.0,3.0,66187,SAINT-PAUL-DE-FENOUILLET,66,76,OCCITANIE,Y0610500,La Boulzane,http://id.eaufrance.fr/CEA/Y0610500,,2025-04-10T00:00:00Z,2005-03-01T00:00:00Z,,,1,20,0,1.0,1.0,"['POH100', 'POH012', 'BSH001', 'BSH059', 'RIC059', 'RIC309', 'POH041', 'POH900']",2005-03-01T00:00:00Z,2025-04-10T00:00:00Z,2025-04-10T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3227907179682137, 42.81435909847171]}"
Y0624020,L'Agly à Saint-Paul-de-Fenouillet [Clue de la Fou],Y062402001,L'Agly à Saint-Paul-de-Fenouillet [Clue de la Fou],STD,658839.276,6189068.294,26,2.497396359,42.799945613,1.0,"Station raccordée au réseau automatique départemental d'annonce de crues et de gestion du barrage de Vinça. A compter du 01/01/2006, les heures sont en temps universel.",232000.0,2.0,66187,SAINT-PAUL-DE-FENOUILLET,66,76,OCCITANIE,Y06-0400,L'Agly,http://id.eaufrance.fr/CEA/Y06-0400,,2024-09-17T00:00:00Z,1970-07-20T00:00:00Z,,,1,20,1,1.0,1.0,"['BSH101', 'BSH159', 'POH012', 'POH041', 'POH100', 'POH900', 'RIC059', 'RIC309']",1970-07-20T00:00:00Z,2013-11-18T00:00:00Z,2019-07-24T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.49739635916548, 42.799945612839686]}"
Y0624020,L'Agly à Saint-Paul-de-Fenouillet [Clue de la Fou],Y062402002,L'Agly à Saint-Paul-de-Fenouillet [Clue de la Fou] - St Arnac,STD,660814.0,6187409.0,26,2.521631376,42.785136171,0.0,,,,66187,SAINT-PAUL-DE-FENOUILLET,66,76,OCCITANIE,Y06-0400,L'Agly,http://id.eaufrance.fr/CEA/Y06-0400,St Arnac,2024-09-17T00:00:00Z,2012-12-01T00:00:00Z,,,1,16,,,,"['POH012', 'POH041', 'POH100']",,,,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5216313757569835, 42.785136170752494]}"
Y0625220,La Desix à Ansignan,Y062522001,La Desix à Ansignan,STD,660980.915,6184098.244,26,2.523912644,42.755376773,1.0,,175000.0,2.0,66006,ANSIGNAN,66,76,OCCITANIE,Y0620520,La Desix,http://id.eaufrance.fr/CEA/Y0620520,,2021-01-19T00:00:00Z,1994-09-05T00:00:00Z,,,1,20,0,1.0,1.0,"['POH012', 'POH041', 'POH900', 'RIC059', 'RIC309', 'POH100']",1994-09-06T00:00:00Z,2013-11-18T00:00:00Z,2019-12-16T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5239126444979365, 42.755376772576135]}"
Y0626410,La Matassa à Felluns [Albas],Y062641001,La Matassa à Felluns [Albas],STD,658542.0,6183988.0,26,2.494163881,42.754249186,1.0,,239.0,2.0,66076,FELLUNS,66,76,OCCITANIE,Y0620640,La Matassa,http://id.eaufrance.fr/CEA/Y0620640,,2021-02-16T00:00:00Z,1966-10-11T00:00:00Z,1991-01-04T00:00:00Z,,1,20,1 2,1.0,1.0,,1966-10-11T00:00:00Z,2016-05-13T00:00:00Z,2021-02-16T00:00:00Z,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.4941638808047975, 42.75424918640306]}"
Y0634020,L'Agly à Cassagnes [Barrage de Caramany],Y063402001,L'Agly à Cassagnes [Barrage de Caramany],STD,666242.0,6182757.0,26,2.588189325,42.743583217,2.0,"Station hauteur du plan d'eau et débit restitué à la sortie du barrage de Caramany.  Le niveau enregistré par la station correspond à la hauteur NFG, (modulo les 160m du zéro-échelle). Il n'est pas représentatif de la hauteur d'eau dans le barrage.",160.0,3.0,66042,CASSAGNES,66,76,OCCITANIE,Y06-0400,L'Agly,http://id.eaufrance.fr/CEA/Y06-0400,,2023-05-31T00:00:00Z,2008-01-01T00:00:00Z,,Station de barrage.,1,16,0,1.0,1.0,"['POH100', 'RIC059', 'RIC309', 'POH041']",1900-01-01T00:00:00Z,2023-05-31T00:00:00Z,2023-05-31T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.588189324891432, 42.74358321680099]}"
Y0634030,L'Agly à Planèzes,Y063403001,L'Agly à Planèzes - Amont,STD,668632.263,6185124.84,26,2.617207418,42.764981452,2.0,,105.411,3.0,66143,PLANEZES,66,76,OCCITANIE,Y06-0400,L'Agly,http://id.eaufrance.fr/CEA/Y06-0400,Amont,2023-04-05T00:00:00Z,1950-01-01T00:00:00Z,,,1,16,5,1.0,1.0,"['POH012', 'POH041', 'POH100', 'POH900', 'RIC059', 'RIC309']",2020-01-08T00:00:00Z,2020-01-08T00:00:00Z,2021-11-24T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6172074176499414, 42.76498145215898]}"
Y0634030,L'Agly à Planèzes,Y063403002,L'Agly à Planèzes - Aval,STD,669001.929,6185025.908,26,2.621724309,42.764107928,1.0,,103000.0,2.0,66143,PLANEZES,66,76,OCCITANIE,Y06-0400,L'Agly,http://id.eaufrance.fr/CEA/Y06-0400,Aval,2024-09-17T00:00:00Z,1966-08-18T00:00:00Z,,,1,20,1 5,1.0,1.0,"['BSH101', 'BSH159', 'POH012', 'POH041', 'POH100', 'POH900']",1966-08-18T00:00:00Z,2013-11-18T00:00:00Z,2018-08-10T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.621724308512239, 42.76410792793574]}"
Y0634040,L'Agly [Le canal de la Plaine] à Latour-de-France,Y063404001,L'Agly [Le canal de la Plaine] à Latour-de-France,STD,669626.0,6184800.0,26,2.6293528,42.762103299,3.0,,,,66096,LATOUR-DE-FRANCE,66,76,OCCITANIE,Y06-0400,L'Agly,http://id.eaufrance.fr/CEA/Y06-0400,,2021-05-07T00:00:00Z,1987-01-01T00:00:00Z,,,1,20,3,1.0,1.0,,,,,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6293527995906736, 42.762103299090775]}"
Y0655005,Le Verdouble à Vingrau,Y065500501,Le Verdouble à Vingrau,STD,679859.887,6193266.598,26,2.753911659,42.838592529,2.0,,101.36,3.0,66231,VINGRAU,66,76,OCCITANIE,Y0650500,Le Verdouble,http://id.eaufrance.fr/CEA/Y0650500,,2024-01-22T00:00:00Z,2000-01-01T00:00:00Z,,,1,20,0,1.0,1.0,"['POH012', 'POH041', 'POH100', 'POH900']",2020-01-08T00:00:00Z,2020-01-08T00:00:00Z,2024-01-22T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.753911659499871, 42.83859252924048]}"
Y0655010,Le Verdouble à Tautavel,Y065501001,Le Verdouble à Tautavel,STD,679071.233,6190015.761,26,2.744403882,42.80933846,1.0,"Suite à une avarie à proximité du seuil en rive droite, une brèche passant sous le seuil ; nous avons constaté une chute du niveau d'eau le 28/06/2010 portant ce niveau à (-60cm) sous le zéro de l'échelle. A ce titre, la courbe de tarage de la station n'est plus valable. Le 02/11/2010, l'eau déversant par dessus l'intégralité du seuil laisse à penser que la brèche passant sous le seuil est comblée. Le 08/04/2011, réfection du seuil avec réalisation d'une échancrure dans l'axe.",90000.0,2.0,66205,TAUTAVEL,66,76,OCCITANIE,Y0650500,Le Verdouble,http://id.eaufrance.fr/CEA/Y0650500,,2023-04-19T00:00:00Z,1966-09-29T00:00:00Z,,,1,20,0,1.0,1.0,"['POH012', 'POH041', 'POH100', 'POH900', 'RIC010', 'RIC109', 'RIC259', 'RIC309']",1966-09-29T00:00:00Z,2013-11-18T00:00:00Z,2020-01-08T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.7444038821930916, 42.809338460208146]}"
Y0664040,L'Agly à Estagel [Mas de Jau],Y066404001,L'Agly à Estagel [Mas de Jau],STD,677944.065,6186493.208,26,2.730784927,42.777630866,1.0,Station raccordée au réseau radio automatique départemental d'annonce de crues et de gestion du barrage de Vinça.,58000.0,2.0,66071,ESTAGEL,66,76,OCCITANIE,Y06-0400,L'Agly,http://id.eaufrance.fr/CEA/Y06-0400,,2023-04-05T00:00:00Z,1966-09-30T00:00:00Z,,,1,20,1 5,1.0,1.0,"['BSH001', 'BSH059', 'POH012', 'POH041', 'POH100', 'POH900', 'RIC059', 'RIC309', 'BSH101', 'BSH159']",1966-09-30T00:00:00Z,2013-11-18T00:00:00Z,2019-08-29T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.730784927055629, 42.77763086646443]}"
Y0674020,L'Agly à Rivesaltes [seuil de Claira],Y067402001,L'Agly à Rivesaltes [seuil de Claira],STD,689678.0,6185850.0,26,2.874021658,42.772111408,1.0,,15.0,2.0,66164,RIVESALTES,66,76,OCCITANIE,Y06-0400,L'Agly,http://id.eaufrance.fr/CEA/Y06-0400,,2021-01-19T00:00:00Z,1974-09-01T00:00:00Z,1988-02-01T00:00:00Z,,1,12,2 1,1.0,1.0,,1974-09-01T00:00:00Z,2016-05-13T00:00:00Z,2020-02-07T00:00:00Z,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.8740216578341014, 42.77211140754583]}"
Y0674060,L'Agly à Rivesaltes,Y067406001,L'Agly à Rivesaltes,STD,691913.821,6185906.261,26,2.901308601,42.772645885,2.0,,11.387,3.0,66164,RIVESALTES,66,76,OCCITANIE,Y06-0400,L'Agly,http://id.eaufrance.fr/CEA/Y06-0400,,2020-06-26T00:00:00Z,2005-03-01T00:00:00Z,,,1,20,0,1.0,1.0,"['POH012', 'POH041', 'POH900', 'RIC010', 'RIC109', 'RIC259', 'RIC309', 'POH100']",2020-01-08T00:00:00Z,2020-01-08T00:00:00Z,2020-01-08T00:00:00Z,PYRENEES-ORIENTALES,True,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.9013086013089477, 42.772645884956496]}"
Y0674060,L'Agly à Rivesaltes,Y067406002,L'Agly à Rivesaltes - RN 9,STD,691890.0,6185914.0,26,2.901017749,42.772715203,1.0,,12.0,2.0,66164,RIVESALTES,66,76,OCCITANIE,Y06-0400,L'Agly,http://id.eaufrance.fr/CEA/Y06-0400,RN 9,2021-02-16T00:00:00Z,1970-11-03T00:00:00Z,1974-07-05T00:00:00Z,,1,20,0,1.0,1.0,"['POH041', 'POH100']",1970-11-03T00:00:00Z,2016-05-13T00:00:00Z,2021-02-16T00:00:00Z,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.9010177491320706, 42.7727152029958]}"
Y0674061,L'Agly à Saint-Laurent-de-la-Salanque,Y067406101,L'Agly à Saint-Laurent-de-la-Salanque,STD,698893.0,6184924.0,26,2.986491166,42.763858383,1.0,,2.0,2.0,66180,SAINT-LAURENT-DE-LA-SALANQUE,66,76,OCCITANIE,Y06-0400,L'Agly,http://id.eaufrance.fr/CEA/Y06-0400,,2021-02-16T00:00:00Z,1965-07-22T00:00:00Z,1969-03-03T00:00:00Z,,1,20,1 2,1.0,1.0,,1965-07-22T00:00:00Z,2016-05-13T00:00:00Z,2021-02-16T00:00:00Z,PYRENEES-ORIENTALES,False,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.98649116602198, 42.763858383153185]}"
